age,sex,region,EURef2016,education_age,work_stat,work_organisation,work_type,Poscountry,Posind,Govthand,Tradeimmig,BrexitID
70,"Woman","Scotland","Remain","20+","Retired","Charity/voluntary sector","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Very negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
63,"Man","Scotland","Remain","20+","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
44,"Man","Scotland","Remain","20+","Working full time (30 or more hours per week)","Self-employed","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very negative effect","Somewhat negative effect","Very badly",2,"a Remainer"
57,"Woman","Scotland","Remain","20+","Working part time (8-29 hours a week)","Nationalised industry or public corporation (e.g. Post Office)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very negative effect","Somewhat negative effect","Very badly",5,"a Remainer"
30,"Woman","Scotland","Remain","20+","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Very negative effect","Don't know","Very badly",5,"Don’t know"
62,"Man","Scotland","Remain","16","Working part time (8-29 hours a week)","Other public sector employer (e.g. Central Government)","Foreman or Supervisor of Other Workers (e.g. building site foreman, supervisor of cleaning workers)","Somewhat negative effect","Somewhat negative effect","Very badly",5,"a Remainer"
70,"Woman","Scotland","Remain","17-18","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Other","Somewhat negative effect","Very negative effect","Very badly",7,"a Remainer"
65,"Woman","Scotland","Remain","15 or under","Retired","Other","Other","Very negative effect","Don't know","Don't know",7,"Don’t know"
58,"Woman","Scotland","Remain","19","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Very negative effect","Somewhat negative effect","Very badly",7,"a Remainer"
39,"Woman","Scotland","Remain","20+","Working part time (Less than 8 hours a week)","Self-employed","Other","Very negative effect","Very negative effect","Very badly",2,"a Remainer"
32,"Man","Scotland","Remain","20+","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
48,"Woman","Scotland","Remain","16","Not working","Other","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Very negative effect","Somewhat negative effect","Very badly",5,"a Remainer"
38,"Man","Scotland","Remain","20+","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very negative effect","Somewhat negative effect","Very badly",6,"a Remainer"
54,"Woman","Scotland","Remain","20+","Retired","Other public sector employer (e.g. Central Government)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very positive effect","Neither positive nor negative","Fairly badly",5,"Neither a Leaver nor a Remainer"
38,"Woman","Scotland","Remain","17-18","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Don't know","Don't know","Fairly badly",5,"Neither a Leaver nor a Remainer"
24,"Woman","Scotland","Remain","Still at school/Full time student","Unemployed","Skipped","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very negative effect","Very negative effect","Very badly",0,"a Remainer"
34,"Man","Scotland","Remain","98","Working full time (30 or more hours per week)","Skipped","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Very negative effect","Very negative effect","Very badly",0,"a Remainer"
21,"Man","Scotland","Remain","98","Full time student","Skipped","Other","Very negative effect","Neither positive nor negative","Very badly",4,"a Remainer"
38,"Man","Scotland","Remain","20+","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very negative effect","Very negative effect","Very badly",0,"a Remainer"
59,"Man","Scotland","Remain","16","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Somewhat negative effect","Don't know","Very badly",5,"a Remainer"
22,"Woman","Scotland","Remain","Still at school/Full time student","Full time student","Skipped","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very negative effect","Don't know","Don't know",0,"a Remainer"
62,"Woman","Scotland","Remain","98","Retired","Skipped","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very negative effect","Very negative effect","Very badly",5,"a Remainer"
31,"Woman","Scotland","Remain","98","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very negative effect","Don't know","Fairly badly",10,"a Remainer"
33,"Man","Scotland","Remain","17-18","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat negative effect","Somewhat negative effect","Very badly",5,"a Remainer"
42,"Man","Scotland","Remain","20+","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat negative effect","Somewhat negative effect","Fairly badly",5,"a Remainer"
20,"Woman","Scotland","Remain","17-18","Not working","Skipped","Have never worked","Very negative effect","Somewhat negative effect","Very badly",4,"a Remainer"
48,"Man","Scotland","Remain","98","Unemployed","Skipped","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very negative effect","Somewhat negative effect","Very badly",5,"a Remainer"
48,"Woman","Scotland","Remain","98","Working full time (30 or more hours per week)","Skipped","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat negative effect","Neither positive nor negative","Very badly",7,"a Remainer"
35,"Woman","Scotland","Remain","98","Working part time (8-29 hours a week)","Skipped","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
26,"Man","Scotland","Remain","98","Working full time (30 or more hours per week)","Skipped","Skilled Manual Work (e.g. plumber, electrician, fitter)","Somewhat negative effect","Neither positive nor negative","Very badly",0,"Neither a Leaver nor a Remainer"
57,"Man","North East","Leave","20+","Working full time (30 or more hours per week)","Self-employed","Other","Very positive effect","Very positive effect","Very badly",5,"a Leaver"
58,"Man","North East","Leave","17-18","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat positive effect","Somewhat positive effect","Very badly",6,"a Leaver"
41,"Woman","North East","Leave","19","Working part time (8-29 hours a week)","Nationalised industry or public corporation (e.g. Post Office)","Other","Somewhat positive effect","Neither positive nor negative","Fairly badly",2,"a Leaver"
58,"Man","North East","Leave","16","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Neither positive nor negative","Neither positive nor negative","Very badly",10,"a Leaver"
62,"Man","North East","Leave","20+","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very positive effect","Neither positive nor negative","Don't know",10,"a Leaver"
53,"Man","North East","Leave","19","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very positive effect","Very positive effect","Very badly",10,"a Leaver"
78,"Man","North East","Leave","17-18","Retired","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very negative effect","Somewhat negative effect","Very badly",2,"a Remainer"
65,"Man","North East","Leave","15 or under","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Skilled Manual Work (e.g. plumber, electrician, fitter)","Very positive effect","Somewhat positive effect","Fairly well",6,"a Leaver"
52,"Woman","North East","Leave","16","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very positive effect","Very positive effect","Fairly badly",4,"a Leaver"
34,"Man","North East","Leave","20+","Other","Other public sector employer (e.g. Central Government)","Other","Very negative effect","Neither positive nor negative","Very badly",5,"a Remainer"
52,"Man","North East","Leave","20+","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat positive effect","Neither positive nor negative","Fairly badly",3,"a Leaver"
29,"Woman","North East","Leave","16","Working part time (8-29 hours a week)","Other public sector employer (e.g. Central Government)","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Don't know","Don't know","Don't know",6,"Don’t know"
61,"Man","North East","Leave","16","Retired","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Neither positive nor negative","Don't know","Very badly",1,"Don’t know"
43,"Man","North East","Leave","19","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Have never worked","Very positive effect","Neither positive nor negative","Don't know",7,"a Leaver"
55,"Woman","North East","Leave","17-18","Not working","Other","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Very positive effect","Very positive effect","Very well",10,"a Leaver"
53,"Woman","North East","Leave","20+","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very positive effect","Somewhat positive effect","Fairly well",8,"a Leaver"
25,"Woman","North East","Leave","17-18","Working part time (8-29 hours a week)","Other","Other","Don't know","Neither positive nor negative","Don't know",5,"a Remainer"
67,"Woman","North East","Leave","16","Retired","Other","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very positive effect","Very positive effect","Fairly badly",1,"a Leaver"
51,"Woman","North East","Leave","15 or under","Working part time (8-29 hours a week)","Nationalised industry or public corporation (e.g. Post Office)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Somewhat positive effect","Neither positive nor negative","Very badly",3,"a Leaver"
45,"Woman","North East","Leave","17-18","Full time student","Skipped","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat positive effect","Neither positive nor negative","Very badly",8,"a Remainer"
64,"Woman","North East","Leave","15 or under","Retired","Skipped","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Very positive effect","Very positive effect","Fairly well",10,"a Leaver"
48,"Woman","North East","Leave","15 or under","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Other","Don't know","Don't know","Don't know",5,"Don’t know"
24,"Woman","North East","Leave","16","Unemployed","Skipped","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Don't know","Don't know","Don't know",7,"Don’t know"
36,"Woman","North East","Leave","17-18","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Neither positive nor negative","Don't know","Very badly",0,"Neither a Leaver nor a Remainer"
51,"Man","North East","Leave","16","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Foreman or Supervisor of Other Workers (e.g. building site foreman, supervisor of cleaning workers)","Very positive effect","Very positive effect","Very badly",10,"a Leaver"
27,"Woman","North East","Leave","20+","Working full time (30 or more hours per week)","Self-employed","Other","Neither positive nor negative","Neither positive nor negative","Fairly well",5,"a Remainer"
84,"Man","North West","Leave","16","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Other","Somewhat negative effect","Somewhat negative effect","Very badly",6,"a Leaver"
79,"Man","North West","Leave","16","Retired","Other","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very positive effect","Neither positive nor negative","Don't know",5,"a Leaver"
67,"Woman","North West","Leave","15 or under","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Somewhat positive effect","Somewhat positive effect","Very badly",10,"a Leaver"
50,"Man","North West","Leave","16","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Skilled Manual Work (e.g. plumber, electrician, fitter)","Very positive effect","Neither positive nor negative","Very badly",5,"a Leaver"
80,"Man","North West","Leave","15 or under","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Somewhat positive effect","Somewhat positive effect","Very badly",4,"a Leaver"
64,"Man","North West","Leave","16","Retired","Self-employed","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very positive effect","Neither positive nor negative","Fairly well",5,"a Leaver"
66,"Woman","North West","Leave","20+","Working part time (8-29 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat positive effect","Very positive effect","Very badly",5,"a Leaver"
54,"Man","North West","Leave","19","Working part time (8-29 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Neither positive nor negative","Neither positive nor negative","Fairly badly",7,"a Leaver"
65,"Man","North West","Leave","17-18","Retired","Nationalised industry or public corporation (e.g. Post Office)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat positive effect","Neither positive nor negative","Very badly",8,"a Leaver"
68,"Man","North West","Leave","17-18","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Foreman or Supervisor of Other Workers (e.g. building site foreman, supervisor of cleaning workers)","Very positive effect","Very positive effect","Very badly",5,"a Leaver"
66,"Woman","North West","Leave","19","Working part time (8-29 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat positive effect","Somewhat positive effect","Very badly",2,"a Leaver"
48,"Woman","North West","Leave","16","Working part time (8-29 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Somewhat positive effect","Neither positive nor negative","Fairly badly",3,"a Leaver"
58,"Woman","North West","Leave","17-18","Not working","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Don't know","Neither positive nor negative","Very badly",7,"a Leaver"
86,"Man","North West","Leave","15 or under","Retired","Other public sector employer (e.g. Central Government)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Somewhat positive effect","Somewhat positive effect","Very badly",10,"a Leaver"
71,"Woman","North West","Leave","16","Retired","Other","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat positive effect","Somewhat negative effect","Very badly",9,"a Leaver"
50,"Woman","North West","Leave","20+","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat positive effect","Neither positive nor negative","Fairly badly",3,"a Leaver"
65,"Man","North West","Leave","16","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Somewhat positive effect","Neither positive nor negative","Very badly",5,"a Leaver"
65,"Woman","North West","Leave","19","Retired","Other","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Somewhat positive effect","Neither positive nor negative","Fairly badly",3,"a Leaver"
35,"Man","North West","Leave","20+","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Neither positive nor negative","Neither positive nor negative","Very badly",5,"a Leaver"
35,"Man","North West","Leave","Can't remember","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Don't know","Don't know","Don't know",5,"Don’t know"
58,"Man","North West","Leave","16","Other","Other","Other","Somewhat negative effect","Neither positive nor negative","Very badly",8,"Neither a Leaver nor a Remainer"
72,"Woman","North West","Leave","16","Retired","Other","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Very positive effect","Neither positive nor negative","Don't know",10,"a Leaver"
63,"Man","North West","Leave","17-18","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Foreman or Supervisor of Other Workers (e.g. building site foreman, supervisor of cleaning workers)","Very positive effect","Very positive effect","Fairly badly",10,"a Leaver"
69,"Woman","North West","Leave","20+","Working part time (8-29 hours a week)","Self-employed","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat positive effect","Neither positive nor negative","Fairly badly",9,"a Leaver"
63,"Woman","North West","Leave","17-18","Working part time (8-29 hours a week)","Other public sector employer (e.g. Central Government)","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Very positive effect","Somewhat positive effect","Fairly badly",0,"a Leaver"
67,"Woman","North West","Leave","16","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very positive effect","Somewhat positive effect","Don't know",5,"a Leaver"
40,"Man","North West","Leave","17-18","Working full time (30 or more hours per week)","Self-employed","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
37,"Man","North West","Leave","16","Working full time (30 or more hours per week)","Self-employed","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Somewhat negative effect","Somewhat negative effect","Very badly",2,"a Remainer"
60,"Woman","North West","Leave","17-18","Retired","Skipped","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Somewhat positive effect","Somewhat positive effect","Fairly badly",8,"a Leaver"
69,"Woman","North West","Leave","17-18","Working part time (8-29 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Skilled Manual Work (e.g. plumber, electrician, fitter)","Somewhat negative effect","Neither positive nor negative","Very badly",3,"Neither a Leaver nor a Remainer"
67,"Woman","North West","Leave","15 or under","Retired","Skipped","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Somewhat positive effect","Somewhat positive effect","Fairly badly",10,"a Leaver"
75,"Woman","North West","Leave","15 or under","Retired","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very positive effect","Neither positive nor negative","Don't know",5,"a Leaver"
43,"Woman","North West","Leave","17-18","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very positive effect","Somewhat positive effect","Very badly",3,"a Leaver"
74,"Woman","North West","Leave","16","Retired","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat positive effect","Neither positive nor negative","Very badly",7,"a Leaver"
64,"Woman","North West","Leave","20+","Retired","Other public sector employer (e.g. Central Government)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Somewhat positive effect","Very positive effect","Fairly well",2,"a Leaver"
88,"Woman","North West","Leave","19","Retired","Self-employed","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Somewhat positive effect","Neither positive nor negative","Fairly badly",9,"a Leaver"
63,"Woman","North West","Leave","20+","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat negative effect","Don't know","Very badly",3,"Neither a Leaver nor a Remainer"
28,"Man","North West","Leave","Still at school/Full time student","Working full time (30 or more hours per week)","Skipped","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very negative effect","Somewhat negative effect","Very badly",5,"Neither a Leaver nor a Remainer"
21,"Woman","North West","Leave","Still at school/Full time student","Full time student","Skipped","Other","Somewhat positive effect","Neither positive nor negative","Fairly well",7,"a Leaver"
74,"Man","North West","Leave","15 or under","Retired","Skipped","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Very positive effect","Very positive effect","Very well",7,"a Leaver"
60,"Man","North West","Leave","16","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Very positive effect","Somewhat positive effect","Fairly well",10,"a Leaver"
48,"Man","North West","Leave","15 or under","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Neither positive nor negative","Neither positive nor negative","Very badly",2,"a Leaver"
60,"Woman","North West","Leave","17-18","Working part time (8-29 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat positive effect","Neither positive nor negative","Very badly",5,"a Leaver"
63,"Man","North West","Leave","19","Not working","Charity/voluntary sector","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very positive effect","Very positive effect","Very well",5,"a Leaver"
41,"Man","North West","Leave","17-18","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Very positive effect","Somewhat positive effect","Very badly",5,"a Leaver"
65,"Man","North West","Leave","20+","Retired","Other public sector employer (e.g. Central Government)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very positive effect","Somewhat positive effect","Fairly well",0,"a Leaver"
61,"Woman","North West","Leave","16","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat positive effect","Somewhat positive effect","Very badly",3,"a Leaver"
56,"Man","North West","Leave","19","Not working","Self-employed","Skilled Manual Work (e.g. plumber, electrician, fitter)","Very positive effect","Somewhat positive effect","Very well",8,"a Leaver"
31,"Woman","North West","Leave","16","Working part time (8-29 hours a week)","Have never worked","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Neither positive nor negative","Neither positive nor negative","Fairly badly",10,"a Leaver"
56,"Woman","North West","Leave","16","Working part time (8-29 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Skilled Manual Work (e.g. plumber, electrician, fitter)","Very positive effect","Somewhat positive effect","Very badly",7,"a Leaver"
26,"Woman","North West","Leave","20+","Working full time (30 or more hours per week)","Charity/voluntary sector","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat negative effect","Somewhat negative effect","Very badly",5,"a Remainer"
46,"Woman","North West","Leave","98","Working part time (8-29 hours a week)","Skipped","Other","Somewhat positive effect","Somewhat positive effect","Fairly badly",8,"a Leaver"
65,"Man","North West","Leave","16","Retired","Skipped","Skilled Manual Work (e.g. plumber, electrician, fitter)","Very positive effect","Neither positive nor negative","Very badly",7,"a Leaver"
34,"Woman","North West","Leave","20+","Not working","Skipped","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Somewhat negative effect","Somewhat negative effect","Fairly badly",6,"a Leaver"
83,"Man","North West","Leave","16","Retired","Other","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very positive effect","Very positive effect","Very badly",5,"a Leaver"
31,"Woman","North West","Leave","17-18","Working full time (30 or more hours per week)","Self-employed","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat positive effect","Somewhat positive effect","Fairly badly",4,"a Leaver"
53,"Man","North West","Leave","17-18","Unemployed","Other public sector employer (e.g. Central Government)","Other","Neither positive nor negative","Neither positive nor negative","Very badly",10,"a Leaver"
65,"Man","North West","Leave","20+","Working full time (30 or more hours per week)","Self-employed","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Somewhat positive effect","Neither positive nor negative","Very badly",7,"a Leaver"
59,"Woman","North West","Leave","20+","Working full time (30 or more hours per week)","Self-employed","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very positive effect","Very positive effect","Very badly",10,"a Leaver"
45,"Woman","North West","Leave","20+","Working full time (30 or more hours per week)","Charity/voluntary sector","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Somewhat positive effect","Somewhat positive effect","Very badly",5,"a Leaver"
56,"Man","North West","Leave","20+","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat negative effect","Neither positive nor negative","Fairly badly",1,"Neither a Leaver nor a Remainer"
39,"Man","North West","Leave","16","Other","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Very negative effect","Somewhat negative effect","Very badly",1,"Neither a Leaver nor a Remainer"
43,"Man","North West","Leave","20+","Not working","Self-employed","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very negative effect","Don't know","Very badly",5,"Neither a Leaver nor a Remainer"
48,"Man","North West","Leave","15 or under","Working full time (30 or more hours per week)","Self-employed","Skilled Manual Work (e.g. plumber, electrician, fitter)","Very positive effect","Very positive effect","Fairly badly",10,"a Leaver"
52,"Woman","North West","Leave","16","Working full time (30 or more hours per week)","Charity/voluntary sector","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very positive effect","Very positive effect","Fairly well",5,"a Leaver"
49,"Woman","North West","Leave","98","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Don't know","Don't know","Very badly",10,"Neither a Leaver nor a Remainer"
64,"Man","North West","Leave","16","Retired","Self-employed","Foreman or Supervisor of Other Workers (e.g. building site foreman, supervisor of cleaning workers)","Very positive effect","Very positive effect","Fairly badly",10,"a Leaver"
72,"Man","North West","Leave","16","Retired","Skipped","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Somewhat positive effect","Don't know","Fairly badly",0,"a Leaver"
28,"Man","North West","Leave","17-18","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Somewhat positive effect","Somewhat positive effect","Fairly badly",7,"a Leaver"
