age,sex,region,EURef2016,work_stat,work_organisation,work_type,Poscountry,Posind,Govthand,Tradeimmig,BrexitID
79,"Woman","Wales","Remain","Retired","Skipped","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Somewhat positive effect","Somewhat positive effect","Don't know",6,"a Remainer"
23,"Woman","London","Remain","Full time student","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Very negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
36,"Woman","South West","Did not vote","Other","Charity/voluntary sector","Other","Very negative effect","Very negative effect","Very badly",5,"a Remainer"
67,"Woman","North West","Leave","Retired","Other","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Neither positive nor negative","Somewhat positive effect","Fairly badly",5,"a Leaver"
48,"Woman","East Midlands","Remain","Not working","Self-employed","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Very negative effect","Very negative effect","Very badly",5,"a Remainer"
52,"Woman","North West","Remain","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very negative effect","Somewhat negative effect","Very badly",3,"a Remainer"
63,"Man","East Midlands","Leave","Retired","Skipped","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Somewhat positive effect","Somewhat positive effect","Fairly well",8,"a Leaver"
35,"Man","East of England","Remain","Unemployed","Skipped","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Somewhat negative effect","Don't know","Very badly",4,"Neither a Leaver nor a Remainer"
43,"Woman","East of England","Leave","Not working","Skipped","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very positive effect","Somewhat positive effect","Fairly badly",9,"a Leaver"
60,"Man","West Midlands","Remain","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Very negative effect","Somewhat negative effect","Very badly",5,"a Remainer"
71,"Man","Scotland","Leave","Retired","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat negative effect","Neither positive nor negative","Fairly badly",7,"a Leaver"
47,"Woman","Scotland","Did not vote","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Very negative effect","Somewhat negative effect","Very badly",3,"a Remainer"
40,"Man","East of England","Did not vote","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Don't know","Don't know","Don't know",4,"Don’t know"
27,"Woman","South East","Remain","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Don't know","Don't know","Don't know",3,"a Remainer"
55,"Man","South East","Remain","Working part time (8-29 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Very negative effect","Somewhat negative effect","Very badly",3,"a Remainer"
51,"Woman","Yorkshire and the Humber","Leave","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Other","Very negative effect","Neither positive nor negative","Very badly",10,"a Remainer"
24,"Woman","East Midlands","Did not vote","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Somewhat negative effect","Somewhat negative effect","Fairly badly",3,"a Remainer"
64,"Woman","West Midlands","Leave","Working part time (8-29 hours a week)","Other public sector employer (e.g. Central Government)","Other","Very positive effect","Somewhat positive effect","Fairly badly",2,"a Leaver"
48,"Man","London","Leave","Unemployed","Other","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Neither positive nor negative","Neither positive nor negative","Fairly badly",4,"a Leaver"
52,"Man","Wales","Leave","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Other","Somewhat positive effect","Somewhat positive effect","Fairly badly",5,"a Leaver"
60,"Man","South East","Leave","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat negative effect","Somewhat negative effect","Very badly",8,"a Leaver"
68,"Man","South West","Leave","Retired","Self-employed","Other","Very positive effect","Neither positive nor negative","Very badly",5,"a Leaver"
65,"Woman","North East","Leave","Retired","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very positive effect","Very positive effect","Very badly",5,"a Leaver"
59,"Man","Yorkshire and the Humber","Leave","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Neither positive nor negative","Somewhat positive effect","Fairly well",1,"Neither a Leaver nor a Remainer"
71,"Woman","South West","Leave","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very positive effect","Very positive effect","Very badly",10,"a Leaver"
52,"Man","Wales","Leave","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Foreman or Supervisor of Other Workers (e.g. building site foreman, supervisor of cleaning workers)","Neither positive nor negative","Neither positive nor negative","Fairly badly",5,"a Leaver"
48,"Man","South East","Leave","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Somewhat positive effect","Neither positive nor negative","Very badly",5,"a Leaver"
61,"Woman","South East","Did not vote","Working part time (Less than 8 hours a week)","Skipped","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Somewhat negative effect","Neither positive nor negative","Fairly badly",5,"Don’t know"
63,"Woman","Wales","Leave","Retired","Other public sector employer (e.g. Central Government)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Neither positive nor negative","Neither positive nor negative","Fairly badly",10,"a Leaver"
70,"Woman","North West","Remain","Retired","Skipped","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Somewhat negative effect","Neither positive nor negative","Very badly",7,"Neither a Leaver nor a Remainer"
65,"Man","West Midlands","Remain","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Very negative effect","Neither positive nor negative","Very badly",0,"Neither a Leaver nor a Remainer"
71,"Woman","East Midlands","Remain","Working part time (8-29 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very negative effect","Very negative effect","Very badly",5,"Neither a Leaver nor a Remainer"
68,"Woman","South West","Remain","Retired","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very negative effect","Very negative effect","Very badly",0,"a Remainer"
68,"Woman","Yorkshire and the Humber","Leave","Retired","Self-employed","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Somewhat positive effect","Neither positive nor negative","Don't know",5,"Neither a Leaver nor a Remainer"
69,"Woman","East Midlands","Leave","Retired","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very positive effect","Somewhat positive effect","Very badly",8,"a Leaver"
46,"Woman","North West","Leave","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very negative effect","Somewhat negative effect","Very badly",3,"a Remainer"
44,"Woman","East Midlands","Leave","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Neither positive nor negative","Very positive effect","Fairly badly",5,"a Leaver"
67,"Woman","Scotland","Remain","Retired","Skipped","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Somewhat negative effect","Neither positive nor negative","Very badly",7,"a Remainer"
60,"Man","East Midlands","Leave","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very positive effect","Very positive effect","Very badly",4,"a Leaver"
49,"Woman","East of England","Leave","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Neither positive nor negative","Neither positive nor negative","Very badly",0,"Neither a Leaver nor a Remainer"
53,"Man","North West","Remain","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Neither positive nor negative","Very negative effect","Very badly",5,"a Remainer"
79,"Man","West Midlands","Leave","Retired","Skipped","Other","Very positive effect","Somewhat positive effect","Fairly well",9,"a Leaver"
63,"Man","East of England","Leave","Working full time (30 or more hours per week)","Self-employed","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very positive effect","Very positive effect","Very badly",5,"a Leaver"
32,"Man","Scotland","Leave","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Skilled Manual Work (e.g. plumber, electrician, fitter)","Don't know","Neither positive nor negative","Fairly badly",5,"Don’t know"
26,"Woman","South East","Remain","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very negative effect","Somewhat negative effect","Very badly",3,"a Remainer"
49,"Woman","Scotland","Remain","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Very negative effect","Very negative effect","Very badly",0,"a Remainer"
33,"Woman","Scotland","Did not vote","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Don't know","Don't know","Don't know",5,"Don’t know"
46,"Man","North West","Leave","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Foreman or Supervisor of Other Workers (e.g. building site foreman, supervisor of cleaning workers)","Somewhat positive effect","Somewhat positive effect","Fairly badly",5,"a Leaver"
29,"Woman","South East","Remain","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very negative effect","Very negative effect","Very badly",0,"a Remainer"
62,"Man","Wales","Leave","Not working","Self-employed","Skilled Manual Work (e.g. plumber, electrician, fitter)","Somewhat positive effect","Neither positive nor negative","Very badly",9,"a Leaver"
27,"Woman","South East","Remain","Working part time (8-29 hours a week)","Nationalised industry or public corporation (e.g. Post Office)","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Somewhat negative effect","Somewhat negative effect","Very badly",2,"a Remainer"
25,"Man","London","Remain","Unemployed","Private sector firm or company (e.g. limited companies and Plcs)","Other","Very negative effect","Very negative effect","Very badly",2,"a Remainer"
70,"Woman","South East","Did not vote","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Don't know","Don't know","Very badly",5,"Neither a Leaver nor a Remainer"
45,"Woman","South East","Remain","Unemployed","Other","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Somewhat positive effect","Somewhat negative effect","Fairly well",7,"Neither a Leaver nor a Remainer"
37,"Woman","North West","Remain","Working part time (8-29 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
31,"Man","Scotland","Did not vote","Other","Skipped","Have never worked","Neither positive nor negative","Neither positive nor negative","Very badly",5,"a Remainer"
66,"Man","East of England","Leave","Retired","Self-employed","Other","Very positive effect","Neither positive nor negative","Very badly",10,"a Leaver"
28,"Woman","South East","Remain","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Don't know","Don't know","Fairly badly",5,"a Leaver"
26,"Woman","London","Remain","Working full time (30 or more hours per week)","Charity/voluntary sector","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very negative effect","Very negative effect","Very badly",9,"a Remainer"
67,"Woman","South West","Leave","Retired","Other public sector employer (e.g. Central Government)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Somewhat positive effect","Neither positive nor negative","Fairly badly",10,"a Leaver"
69,"Woman","Wales","Leave","Retired","Skipped","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Neither positive nor negative","Neither positive nor negative","Don't know",5,"a Leaver"
61,"Man","East Midlands","Remain","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Very negative effect","Very negative effect","Very badly",1,"a Remainer"
29,"Woman","South East","Did not vote","Unemployed","Skipped","Other","Somewhat negative effect","Very negative effect","Don't know",5,"a Remainer"
36,"Man","West Midlands","Cannot remember","Working full time (30 or more hours per week)","Other","Other","Don't know","Don't know","Don't know",5,"Don’t know"
59,"Man","East of England","Leave","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very positive effect","Neither positive nor negative","Fairly well",5,"a Leaver"
30,"Woman","East of England","Remain","Working full time (30 or more hours per week)","Skipped","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very negative effect","Somewhat negative effect","Fairly well",0,"a Remainer"
70,"Woman","South East","Remain","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat positive effect","Neither positive nor negative","Very badly",0,"a Leaver"
65,"Man","South West","Leave","Working part time (Less than 8 hours a week)","Self-employed","Other","Very positive effect","Very positive effect","Fairly badly",5,"a Leaver"
50,"Man","Wales","Leave","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very positive effect","Very positive effect","Very badly",5,"a Leaver"
22,"Man","South East","Remain","Full time student","Skipped","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Very negative effect","Very negative effect","Very badly",0,"a Remainer"
44,"Woman","North West","Did not vote","Working full time (30 or more hours per week)","Skipped","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Don't know","Don't know","Don't know",5,"Don’t know"
27,"Woman","East of England","Leave","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very positive effect","Very positive effect","Very badly",7,"a Leaver"
24,"Man","North West","Cannot remember","Not working","Have never worked","Have never worked","Neither positive nor negative","Neither positive nor negative","Very badly",5,"Neither a Leaver nor a Remainer"
58,"Man","South East","Remain","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Neither positive nor negative","Somewhat negative effect","Very badly",2,"a Leaver"
27,"Woman","West Midlands","Remain","Working full time (30 or more hours per week)","Skipped","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very negative effect","Very negative effect","Very badly",0,"a Remainer"
27,"Woman","East of England","Remain","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Somewhat negative effect","Somewhat negative effect","Fairly well",5,"Neither a Leaver nor a Remainer"
20,"Man","London","Remain","Full time student","Private sector firm or company (e.g. limited companies and Plcs)","Have never worked","Very negative effect","Very negative effect","Very badly",0,"a Remainer"
70,"Woman","Wales","Remain","Retired","Other public sector employer (e.g. Central Government)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very negative effect","Very negative effect","Very badly",1,"a Remainer"
24,"Woman","South East","Did not vote","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Neither positive nor negative","Neither positive nor negative","Fairly well",8,"Don’t know"
73,"Woman","North West","Remain","Retired","Other","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Very negative effect","Very negative effect","Very badly",5,"a Remainer"
53,"Man","West Midlands","Leave","Working full time (30 or more hours per week)","Self-employed","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Very positive effect","Very positive effect","Very badly",10,"a Leaver"
80,"Woman","Scotland","Remain","Retired","Nationalised industry or public corporation (e.g. Post Office)","Have never worked","Very positive effect","Very positive effect","Very badly",9,"a Remainer"
47,"Man","Wales","Remain","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat negative effect","Neither positive nor negative","Very badly",1,"a Remainer"
30,"Woman","London","Remain","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Somewhat positive effect","Neither positive nor negative","Fairly badly",8,"Neither a Leaver nor a Remainer"
24,"Woman","East Midlands","Did not vote","Working full time (30 or more hours per week)","Skipped","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very negative effect","Very negative effect","Very badly",0,"a Remainer"
28,"Woman","South East","Leave","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Neither positive nor negative","Neither positive nor negative","Don't know",5,"Neither a Leaver nor a Remainer"
26,"Woman","Scotland","Did not vote","Working part time (8-29 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Very negative effect","Somewhat negative effect","Fairly badly",1,"a Remainer"
34,"Man","East of England","Remain","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very negative effect","Very negative effect","Very badly",0,"Don’t know"
56,"Woman","West Midlands","Leave","Working part time (8-29 hours a week)","Other public sector employer (e.g. Central Government)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Don't know","Somewhat negative effect","Very badly",10,"Don’t know"
23,"Man","South East","Remain","Working full time (30 or more hours per week)","Skipped","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very negative effect","Somewhat negative effect","Fairly badly",0,"a Remainer"
42,"Man","Scotland","Leave","Working full time (30 or more hours per week)","Self-employed","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very positive effect","Very positive effect","Very badly",5,"a Leaver"
50,"Man","Scotland","Remain","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Very negative effect","Very negative effect","Very badly",0,"a Remainer"
38,"Woman","London","Leave","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very positive effect","Somewhat positive effect","Very badly",5,"a Leaver"
25,"Woman","Yorkshire and the Humber","Remain","Working full time (30 or more hours per week)","Charity/voluntary sector","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat negative effect","Somewhat negative effect","Very badly",3,"a Remainer"
24,"Woman","North West","Leave","Not working","Have never worked","Have never worked","Neither positive nor negative","Neither positive nor negative","Don't know",4,"Don’t know"
20,"Woman","South West","Did not vote","Full time student","Skipped","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Very negative effect","Somewhat negative effect","Very badly",3,"a Remainer"
32,"Woman","East Midlands","Leave","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat negative effect","Somewhat negative effect","Very badly",4,"Neither a Leaver nor a Remainer"
28,"Woman","London","Leave","Working full time (30 or more hours per week)","Skipped","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Don't know","Don't know","Don't know",5,"Don’t know"
63,"Man","South East","Leave","Retired","Nationalised industry or public corporation (e.g. Post Office)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very positive effect","Neither positive nor negative","Very badly",2,"Neither a Leaver nor a Remainer"
56,"Woman","South East","Remain","Not working","Skipped","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Somewhat positive effect","Somewhat positive effect","Fairly well",2,"a Remainer"
24,"Woman","East Midlands","Remain","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very negative effect","Somewhat negative effect","Very badly",2,"a Remainer"
73,"Woman","West Midlands","Leave","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very positive effect","Very positive effect","Very badly",8,"a Leaver"
42,"Man","Scotland","Leave","Other","Skipped","Other","Don't know","Don't know","Very badly",6,"Neither a Leaver nor a Remainer"
56,"Man","North West","Leave","Working full time (30 or more hours per week)","Self-employed","Skilled Manual Work (e.g. plumber, electrician, fitter)","Very positive effect","Very positive effect","Very badly",5,"a Leaver"
35,"Woman","North West","Remain","Working part time (8-29 hours a week)","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very negative effect","Somewhat negative effect","Very badly",3,"a Remainer"
42,"Woman","East Midlands","Remain","Working part time (8-29 hours a week)","Skipped","Other","Very negative effect","Very negative effect","Very badly",7,"a Remainer"
66,"Woman","East of England","Did not vote","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Neither positive nor negative","Neither positive nor negative","Very badly",2,"Neither a Leaver nor a Remainer"
64,"Man","South East","Remain","Not working","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Somewhat negative effect","Very negative effect","Very badly",0,"a Remainer"
27,"Woman","West Midlands","Did not vote","Working full time (30 or more hours per week)","Skipped","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat positive effect","Neither positive nor negative","Fairly well",5,"Neither a Leaver nor a Remainer"
51,"Man","Yorkshire and the Humber","Leave","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Skilled Manual Work (e.g. plumber, electrician, fitter)","Very positive effect","Neither positive nor negative","Very badly",3,"a Leaver"
31,"Man","London","Remain","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very negative effect","Somewhat negative effect","Fairly badly",0,"a Remainer"
43,"Woman","Yorkshire and the Humber","Remain","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Don't know","Don't know","Don't know",5,"Don’t know"
64,"Man","North East","Leave","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Very positive effect","Neither positive nor negative","Very badly",9,"a Leaver"
60,"Woman","London","Remain","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very negative effect","Neither positive nor negative","Fairly badly",5,"a Remainer"
76,"Woman","Scotland","Leave","Retired","Skipped","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very positive effect","Somewhat positive effect","Fairly well",7,"a Leaver"
51,"Man","Scotland","Did not vote","Working part time (8-29 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Somewhat negative effect","Somewhat negative effect","Fairly well",6,"Neither a Leaver nor a Remainer"
43,"Man","West Midlands","Remain","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Somewhat negative effect","Somewhat negative effect","Very badly",2,"a Remainer"
48,"Man","Yorkshire and the Humber","Did not vote","Working full time (30 or more hours per week)","Self-employed","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Somewhat negative effect","Don't know","Very badly",8,"a Remainer"
36,"Woman","Yorkshire and the Humber","Leave","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Neither positive nor negative","Neither positive nor negative","Very badly",8,"a Leaver"
46,"Woman","Scotland","Remain","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
39,"Man","Scotland","Leave","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Very negative effect","Very negative effect","Very badly",0,"a Remainer"
29,"Man","North East","Remain","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very negative effect","Very negative effect","Very badly",0,"a Remainer"
46,"Woman","North West","Leave","Working part time (8-29 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat negative effect","Somewhat negative effect","Very badly",5,"a Remainer"
69,"Man","North West","Remain","Retired","Self-employed","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Very negative effect","Somewhat negative effect","Very badly",3,"a Remainer"
70,"Woman","West Midlands","Leave","Retired","Other public sector employer (e.g. Central Government)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very positive effect","Very positive effect","Very badly",8,"a Leaver"
