age,sex,region,EURef2016,education_age,work_stat,work_organisation,work_type,Poscountry,Posind,Govthand,Tradeimmig,BrexitID
72,"Man","East Midlands","Remain","19","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat negative effect","Neither positive nor negative","Don't know",5,"a Remainer"
68,"Man","Yorkshire and the Humber","Leave","15 or under","Retired","Self-employed","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very positive effect","Very positive effect","Fairly well",8,"Neither a Leaver nor a Remainer"
70,"Man","South West","Leave","17-18","Retired","Skipped","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Very positive effect","Somewhat positive effect","Very well",2,"a Leaver"
71,"Woman","London","Remain","17-18","Retired","Skipped","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very negative effect","Very negative effect","Very badly",2,"a Remainer"
38,"Man","North West","Leave","17-18","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Skilled Manual Work (e.g. plumber, electrician, fitter)","Very positive effect","Neither positive nor negative","Don't know",8,"Neither a Leaver nor a Remainer"
50,"Man","North West","Leave","17-18","Not working","Skipped","Skilled Manual Work (e.g. plumber, electrician, fitter)","Very positive effect","Neither positive nor negative","Don't know",4,"a Leaver"
59,"Man","East of England","Leave","17-18","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Skilled Manual Work (e.g. plumber, electrician, fitter)","Very positive effect","Very positive effect","Very well",10,"a Leaver"
64,"Woman","East Midlands","Remain","20+","Retired","Skipped","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very negative effect","Very negative effect","Very badly",0,"Neither a Leaver nor a Remainer"
55,"Woman","North West","Remain","20+","Working part time (8-29 hours a week)","Other public sector employer (e.g. Central Government)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Somewhat negative effect","Somewhat negative effect","Very badly",3,"a Remainer"
67,"Man","East of England","Leave","15 or under","Retired","Nationalised industry or public corporation (e.g. Post Office)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Don't know","Neither positive nor negative","Fairly badly",7,"a Leaver"
23,"Woman","Scotland","Did not vote","Still at school/Full time student","Full time student","Charity/voluntary sector","Other","Somewhat negative effect","Somewhat negative effect","Fairly badly",3,"Neither a Leaver nor a Remainer"
70,"Woman","East of England","Leave","17-18","Retired","Skipped","Other","Somewhat positive effect","Somewhat positive effect","Fairly well",8,"a Leaver"
57,"Woman","Scotland","Leave","16","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Somewhat positive effect","Somewhat positive effect","Don't know",9,"Neither a Leaver nor a Remainer"
75,"Man","Yorkshire and the Humber","Leave","16","Working part time (8-29 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very positive effect","Somewhat positive effect","Fairly well",6,"Neither a Leaver nor a Remainer"
52,"Woman","North West","Leave","20+","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat positive effect","Don't know","Don't know",7,"Neither a Leaver nor a Remainer"
72,"Man","East of England","Remain","16","Retired","Skipped","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Don't know","Don't know","Don't know",2,"Neither a Leaver nor a Remainer"
66,"Woman","Yorkshire and the Humber","Remain","20+","Retired","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat negative effect","Somewhat negative effect","Fairly badly",5,"Neither a Leaver nor a Remainer"
46,"Woman","North East","Leave","17-18","Working part time (Less than 8 hours a week)","Charity/voluntary sector","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Very positive effect","Neither positive nor negative","Very well",7,"a Leaver"
31,"Woman","North West","Did not vote","19","Working part time (8-29 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Somewhat negative effect","Neither positive nor negative","Very badly",5,"a Remainer"
26,"Man","Yorkshire and the Humber","Remain","Still at school/Full time student","Full time student","Skipped","Other","Very negative effect","Very negative effect","Very badly",0,"a Remainer"
45,"Woman","Yorkshire and the Humber","Remain","20+","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very negative effect","Somewhat negative effect","Don't know",3,"a Remainer"
21,"Man","Scotland","Remain","17-18","Full time student","Skipped","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Very negative effect","Very negative effect","Very badly",0,"a Remainer"
30,"Woman","Scotland","Leave","Still at school/Full time student","Full time student","Skipped","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Very positive effect","Very positive effect","Fairly well",5,"a Leaver"
31,"Woman","East of England","Remain","17-18","Working part time (8-29 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Very negative effect","Very negative effect","Very badly",6,"a Remainer"
42,"Man","Scotland","Leave","20+","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Don't know","Neither positive nor negative","Fairly well",5,"Neither a Leaver nor a Remainer"
66,"Man","South East","Leave","16","Retired","Skipped","Skilled Manual Work (e.g. plumber, electrician, fitter)","Very positive effect","Very positive effect","Very well",2,"a Leaver"
76,"Man","South East","Leave","16","Retired","Skipped","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very positive effect","Very positive effect","Very well",10,"a Leaver"
67,"Woman","Wales","Leave","15 or under","Retired","Skipped","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Somewhat positive effect","Neither positive nor negative","Fairly well",5,"a Leaver"
43,"Woman","Wales","Leave","17-18","Working part time (8-29 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat positive effect","Neither positive nor negative","Don't know",2,"a Leaver"
74,"Woman","East Midlands","Remain","16","Retired","Skipped","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Very negative effect","Somewhat negative effect","Very badly",5,"a Remainer"
71,"Woman","London","Did not vote","17-18","Working part time (8-29 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat positive effect","Somewhat positive effect","Don't know",5,"a Leaver"
66,"Woman","North West","Leave","19","Retired","Skipped","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very positive effect","Very positive effect","Very well",5,"a Leaver"
45,"Woman","East Midlands","Leave","20+","Not working","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Don't know","Don't know","Fairly well",5,"a Leaver"
43,"Woman","North West","Remain","20+","Working full time (30 or more hours per week)","Charity/voluntary sector","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Somewhat negative effect","Somewhat negative effect","Fairly badly",0,"a Remainer"
20,"Man","East of England","Remain","17-18","Full time student","Skipped","Other","Somewhat negative effect","Don't know","Fairly badly",0,"a Remainer"
44,"Woman","South West","Leave","20+","Working part time (8-29 hours a week)","Nationalised industry or public corporation (e.g. Post Office)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat positive effect","Neither positive nor negative","Fairly well",8,"a Leaver"
46,"Man","East of England","Remain","Can't remember","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very negative effect","Somewhat negative effect","Very badly",1,"a Remainer"
52,"Woman","West Midlands","Leave","17-18","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat positive effect","Neither positive nor negative","Fairly well",5,"a Leaver"
63,"Woman","South West","Remain","20+","Retired","Skipped","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very negative effect","Very negative effect","Don't know",1,"a Remainer"
25,"Man","Yorkshire and the Humber","Remain","20+","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Neither positive nor negative","Somewhat negative effect","Fairly well",5,"a Remainer"
54,"Man","London","Remain","20+","Not working","Other","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Somewhat negative effect","Somewhat negative effect","Don't know",8,"a Remainer"
33,"Woman","London","Remain","20+","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Neither positive nor negative","Neither positive nor negative","Don't know",8,"Neither a Leaver nor a Remainer"
59,"Woman","South East","Leave","15 or under","Retired","Skipped","Other","Very positive effect","Very positive effect","Fairly well",5,"a Leaver"
29,"Woman","East of England","Remain","20+","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
72,"Woman","East of England","Remain","16","Retired","Skipped","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very negative effect","Somewhat negative effect","Fairly badly",5,"a Remainer"
65,"Woman","North West","Leave","20+","Retired","Skipped","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Somewhat positive effect","Neither positive nor negative","Fairly well",6,"a Leaver"
52,"Woman","South East","Did not vote","16","Working part time (8-29 hours a week)","Self-employed","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Neither positive nor negative","Neither positive nor negative","Fairly badly",7,"Don’t know"
45,"Man","West Midlands","Leave","20+","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Somewhat positive effect","Somewhat positive effect","Fairly well",3,"a Leaver"
44,"Man","London","Remain","20+","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat negative effect","Neither positive nor negative","Don't know",2,"Neither a Leaver nor a Remainer"
63,"Man","East Midlands","Leave","15 or under","Retired","Skipped","Skilled Manual Work (e.g. plumber, electrician, fitter)","Very positive effect","Very positive effect","Don't know",9,"a Leaver"
58,"Man","London","Leave","16","Unemployed","Nationalised industry or public corporation (e.g. Post Office)","Skilled Manual Work (e.g. plumber, electrician, fitter)","Very positive effect","Somewhat positive effect","Don't know",5,"Neither a Leaver nor a Remainer"
23,"Woman","London","Remain","Skipped","Working full time (30 or more hours per week)","Skipped","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Very negative effect","Somewhat negative effect","Fairly badly",3,"a Remainer"
65,"Man","South East","Remain","20+","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Very negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
64,"Woman","South East","Leave","15 or under","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very positive effect","Very positive effect","Fairly well",5,"a Leaver"
21,"Woman","North West","Did not vote","Still at school/Full time student","Working part time (8-29 hours a week)","Other public sector employer (e.g. Central Government)","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Very negative effect","Very negative effect","Very badly",1,"a Remainer"
61,"Woman","North East","Leave","17-18","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat positive effect","Somewhat positive effect","Don't know",5,"a Leaver"
35,"Woman","East of England","Leave","17-18","Working part time (8-29 hours a week)","Other public sector employer (e.g. Central Government)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Don't know","Don't know","Don't know",7,"Don’t know"
45,"Woman","West Midlands","Did not vote","17-18","Not working","Skipped","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Don't know","Don't know","Don't know",5,"Don’t know"
58,"Man","South West","Leave","20+","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Neither positive nor negative","Neither positive nor negative","Fairly well",5,"Neither a Leaver nor a Remainer"
34,"Woman","West Midlands","Remain","20+","Working part time (8-29 hours a week)","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very negative effect","Very negative effect","Don't know",5,"Neither a Leaver nor a Remainer"
33,"Man","West Midlands","Leave","15 or under","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Skilled Manual Work (e.g. plumber, electrician, fitter)","Neither positive nor negative","Neither positive nor negative","Don't know",1,"Neither a Leaver nor a Remainer"
58,"Man","North West","Remain","16","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Skilled Manual Work (e.g. plumber, electrician, fitter)","Very negative effect","Very negative effect","Very badly",6,"a Remainer"
60,"Woman","Yorkshire and the Humber","Remain","17-18","Other","Other","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Somewhat negative effect","Neither positive nor negative","Fairly well",3,"Neither a Leaver nor a Remainer"
32,"Woman","West Midlands","Did not vote","19","Not working","Private sector firm or company (e.g. limited companies and Plcs)","Other","Very negative effect","Very negative effect","Very badly",10,"a Remainer"
71,"Woman","Yorkshire and the Humber","Leave","16","Retired","Skipped","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very positive effect","Very positive effect","Fairly badly",10,"a Leaver"
23,"Woman","West Midlands","Remain","Still at school/Full time student","Full time student","Have never worked","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Somewhat negative effect","Don't know","Don't know",3,"a Remainer"
33,"Man","North West","Leave","16","Other","Other","Have never worked","Somewhat positive effect","Don't know","Fairly well",6,"Neither a Leaver nor a Remainer"
49,"Man","North East","Leave","17-18","Not working","Skipped","Other","Somewhat positive effect","Somewhat positive effect","Fairly well",5,"a Leaver"
37,"Woman","London","Remain","20+","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Very negative effect","Very negative effect","Very badly",0,"a Remainer"
77,"Man","West Midlands","Remain","15 or under","Retired","Skipped","Foreman or Supervisor of Other Workers (e.g. building site foreman, supervisor of cleaning workers)","Very positive effect","Neither positive nor negative","Fairly well",9,"a Leaver"
62,"Woman","London","Remain","20+","Working part time (Less than 8 hours a week)","Self-employed","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
44,"Woman","East of England","Remain","20+","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very negative effect","Very negative effect","Very badly",9,"a Remainer"
48,"Woman","West Midlands","Remain","16","Not working","Skipped","Skilled Manual Work (e.g. plumber, electrician, fitter)","Very negative effect","Neither positive nor negative","Don't know",5,"a Remainer"
34,"Woman","London","Leave","20+","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Very negative effect","Somewhat negative effect","Fairly well",9,"a Leaver"
33,"Woman","South East","Leave","17-18","Working part time (8-29 hours a week)","Nationalised industry or public corporation (e.g. Post Office)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Very positive effect","Somewhat positive effect","Fairly well",10,"a Leaver"
47,"Woman","East Midlands","Remain","20+","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat negative effect","Somewhat negative effect","Fairly badly",6,"Don’t know"
69,"Man","London","Leave","15 or under","Retired","Skipped","Skilled Manual Work (e.g. plumber, electrician, fitter)","Somewhat positive effect","Neither positive nor negative","Fairly well",5,"a Leaver"
42,"Woman","West Midlands","Did not vote","Can't remember","Not working","Skipped","Other","Very positive effect","Very positive effect","Fairly well",5,"Neither a Leaver nor a Remainer"
46,"Man","East of England","Leave","16","Working full time (30 or more hours per week)","Self-employed","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Neither positive nor negative","Neither positive nor negative","Fairly well",10,"a Leaver"
33,"Woman","East Midlands","Did not vote","20+","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Somewhat negative effect","Neither positive nor negative","Don't know",2,"a Remainer"
63,"Woman","London","Remain","20+","Retired","Skipped","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very negative effect","Very negative effect","Very badly",0,"a Remainer"
37,"Man","West Midlands","Leave","20+","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very positive effect","Very positive effect","Fairly well",4,"a Leaver"
38,"Woman","West Midlands","Did not vote","16","Unemployed","Skipped","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Don't know","Don't know","Don't know",5,"Don’t know"
64,"Woman","East Midlands","Leave","16","Retired","Skipped","Other","Somewhat positive effect","Neither positive nor negative","Fairly badly",2,"a Leaver"
42,"Woman","South East","Leave","19","Not working","Skipped","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Very positive effect","Somewhat positive effect","Fairly well",6,"Neither a Leaver nor a Remainer"
52,"Woman","East of England","Remain","19","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat negative effect","Somewhat negative effect","Don't know",3,"a Remainer"
58,"Man","London","Leave","16","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Skilled Manual Work (e.g. plumber, electrician, fitter)","Very positive effect","Very positive effect","Fairly well",8,"a Leaver"
47,"Woman","Yorkshire and the Humber","Remain","16","Other","Other","Other","Very negative effect","Very negative effect","Very badly",5,"a Remainer"
59,"Woman","London","Remain","16","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat negative effect","Don't know","Fairly badly",5,"a Remainer"
69,"Man","Wales","Leave","16","Retired","Skipped","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Neither positive nor negative","Neither positive nor negative","Fairly badly",5,"Neither a Leaver nor a Remainer"
63,"Man","North West","Leave","20+","Retired","Skipped","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Somewhat positive effect","Neither positive nor negative","Don't know",4,"a Leaver"
64,"Woman","South East","Leave","16","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very positive effect","Somewhat positive effect","Very well",10,"Neither a Leaver nor a Remainer"
74,"Woman","East of England","Remain","15 or under","Retired","Other public sector employer (e.g. Central Government)","Skilled Manual Work (e.g. plumber, electrician, fitter)","Somewhat negative effect","Neither positive nor negative","Fairly well",4,"a Remainer"
45,"Woman","South East","Did not vote","16","Working part time (8-29 hours a week)","Other public sector employer (e.g. Central Government)","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Neither positive nor negative","Don't know","Fairly well",7,"Neither a Leaver nor a Remainer"
25,"Man","North East","Leave","20+","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Skilled Manual Work (e.g. plumber, electrician, fitter)","Somewhat positive effect","Somewhat positive effect","Fairly badly",5,"a Leaver"
43,"Woman","Yorkshire and the Humber","Leave","20+","Working part time (Less than 8 hours a week)","Other","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very positive effect","Neither positive nor negative","Don't know",4,"a Leaver"
55,"Woman","South East","Remain","20+","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very negative effect","Somewhat negative effect","Fairly badly",0,"a Remainer"
45,"Woman","South East","Remain","20+","Working part time (8-29 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Other","Somewhat positive effect","Somewhat negative effect","Don't know",3,"Neither a Leaver nor a Remainer"
56,"Woman","West Midlands","Remain","17-18","Other","Other","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat negative effect","Don't know","Fairly well",5,"Neither a Leaver nor a Remainer"
46,"Woman","Yorkshire and the Humber","Leave","19","Working part time (Less than 8 hours a week)","Nationalised industry or public corporation (e.g. Post Office)","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Somewhat positive effect","Don't know","Don't know",5,"Neither a Leaver nor a Remainer"
70,"Man","Wales","Cannot remember","17-18","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Don't know","Don't know","Don't know",5,"Don’t know"
35,"Man","Wales","Leave","17-18","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Foreman or Supervisor of Other Workers (e.g. building site foreman, supervisor of cleaning workers)","Very positive effect","Somewhat positive effect","Fairly well",2,"Neither a Leaver nor a Remainer"
58,"Man","Scotland","Leave","17-18","Working full time (30 or more hours per week)","Skipped","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat positive effect","Somewhat positive effect","Fairly well",8,"a Leaver"
68,"Woman","East Midlands","Leave","17-18","Retired","Skipped","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat positive effect","Neither positive nor negative","Fairly well",5,"a Leaver"
50,"Woman","East of England","Remain","16","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very negative effect","Somewhat negative effect","Very badly",1,"Neither a Leaver nor a Remainer"
23,"Woman","London","Did not vote","Still at school/Full time student","Full time student","Have never worked","Have never worked","Very negative effect","Very negative effect","Fairly badly",0,"a Remainer"
44,"Woman","East of England","Remain","20+","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Somewhat negative effect","Neither positive nor negative","Fairly well",5,"a Remainer"
44,"Woman","Yorkshire and the Humber","Remain","17-18","Working part time (8-29 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Neither positive nor negative","Somewhat positive effect","Fairly well",5,"a Remainer"
68,"Man","West Midlands","Leave","16","Retired","Skipped","Skilled Manual Work (e.g. plumber, electrician, fitter)","Very positive effect","Somewhat positive effect","Fairly well",10,"Neither a Leaver nor a Remainer"
21,"Man","Yorkshire and the Humber","Remain","Still at school/Full time student","Full time student","Skipped","Have never worked","Somewhat negative effect","Neither positive nor negative","Don't know",0,"a Remainer"
43,"Woman","South East","Leave","16","Other","Other","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Very positive effect","Somewhat positive effect","Very badly",8,"a Leaver"
47,"Man","Wales","Leave","16","Not working","Self-employed","Skilled Manual Work (e.g. plumber, electrician, fitter)","Somewhat positive effect","Neither positive nor negative","Fairly badly",9,"Neither a Leaver nor a Remainer"
75,"Man","Yorkshire and the Humber","Did not vote","15 or under","Retired","Skipped","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Somewhat negative effect","Neither positive nor negative","Fairly badly",9,"Neither a Leaver nor a Remainer"
31,"Woman","West Midlands","Remain","20+","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Very negative effect","Somewhat negative effect","Very badly",1,"Neither a Leaver nor a Remainer"
71,"Woman","East Midlands","Remain","15 or under","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Neither positive nor negative","Neither positive nor negative","Fairly badly",7,"Neither a Leaver nor a Remainer"
48,"Woman","South East","Remain","20+","Working part time (8-29 hours a week)","Nationalised industry or public corporation (e.g. Post Office)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Neither positive nor negative","Neither positive nor negative","Fairly well",3,"Neither a Leaver nor a Remainer"
30,"Woman","South East","Remain","19","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Neither positive nor negative","Don't know","Fairly badly",6,"Neither a Leaver nor a Remainer"
36,"Woman","Scotland","Remain","17-18","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Neither positive nor negative","Neither positive nor negative","Fairly well",5,"a Remainer"
70,"Woman","East of England","Leave","15 or under","Retired","Skipped","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Neither positive nor negative","Neither positive nor negative","Fairly badly",5,"Neither a Leaver nor a Remainer"
37,"Man","West Midlands","Leave","20+","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Somewhat positive effect","Somewhat positive effect","Fairly well",10,"a Leaver"
55,"Woman","Wales","Leave","17-18","Retired","Skipped","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Neither positive nor negative","Neither positive nor negative","Don't know",8,"a Leaver"
35,"Woman","Scotland","Remain","16","Not working","Skipped","Other","Don't know","Don't know","Don't know",10,"Don’t know"
