age,sex,region,GEvote2015,EURef2016,political_attention,newspaper_readership,profile_gross_personal,profile_gross_household,education_age,education_level,socialgradeCIE2,work_stat,work_organisation,work_type,Hindsight,Poscountry,Posind,Govthand,Tradeimmig,BrexitID
79,"Woman","South East","Conservative","Remain",2,"The Daily Mail / The Scottish Daily Mail","£15,000 to £19,999 per year","Not Asked or missing","17-18","GCE A level or Higher Certificate","A","Retired","99","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Wrong","Somewhat negative effect","Somewhat negative effect","Fairly badly",3,"a Leaver"
65,"Woman","London","Other","Leave",0,"The Times","£10,000 to £14,999 per year","Not Asked or missing","16","No formal qualifications","C1","Retired","99","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Neither positive nor negative","Neither positive nor negative","Fairly badly",8,"a Remainer"
24,"Woman","East of England","Labour","Leave",0,"None","Prefer not to answer","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","C1","Unemployed","99","Other","Right","Somewhat positive effect","Somewhat positive effect","Fairly badly",8,"a Leaver"
68,"Man","South West","Conservative","Leave",5,"The Guardian","£5,000 to £9,999 per year","Not Asked or missing","15 or under","Recognised trade apprenticeship completed","E","Retired","99","Skilled Manual Work (e.g. plumber, electrician, fitter)","Right","Somewhat positive effect","Neither positive nor negative","Very badly",10,"a Leaver"
66,"Woman","Yorkshire and the Humber","Liberal Democrat","Leave",10,"The Daily Mail / The Scottish Daily Mail","£5,000 to £9,999 per year","Not Asked or missing","15 or under","University diploma","E","Retired","99","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Very positive effect","Very positive effect","Very well",10,"a Leaver"
57,"Man","South East","Conservative","Leave",10,"The Times","Prefer not to answer","Not Asked or missing","15 or under","CSE grades 2-5","C1","Retired","Other","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Right","Very positive effect","Very positive effect","Fairly badly",8,"a Leaver"
52,"Man","West Midlands","DK or did not vote","Leave",5,"The Independent","£30,000 to £34,999 per year","Not Asked or missing","16","CSE grades 2-5","C2","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Right","Somewhat positive effect","Neither positive nor negative","Very badly",7,"a Leaver"
56,"Man","East Midlands","Other","Leave",4,"Other Newspaper","£15,000 to £19,999 per year","Not Asked or missing","16","Recognised trade apprenticeship completed","C1","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Right","Somewhat negative effect","Somewhat negative effect","Fairly badly",10,"a Leaver"
67,"Woman","East of England","Conservative","Remain",9,"None","£15,000 to £19,999 per year","Not Asked or missing","20+","Teaching qualification (not degree)","B","Retired","Other public sector employer (e.g. Central Government)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Don't know","Don't know","Fairly badly",5,"a Remainer"
65,"Woman","London","Labour","Remain",10,"The Guardian","£20,000 to £24,999 per year","Not Asked or missing","20+","Other technical, professional or higher qualification","E","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Very negative effect","Somewhat negative effect","Fairly badly",4,"a Remainer"
35,"Man","Wales","Conservative","Leave",9,"The Daily Mail / The Scottish Daily Mail","£35,000 to £39,999 per year","Not Asked or missing","17-18","GCE A level or Higher Certificate","C2","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Somewhat positive effect","Somewhat positive effect","Fairly well",4,"a Leaver"
19,"Woman","Yorkshire and the Humber","DK or did not vote","Did not vote",1,"None","under £5,000 per year","Not Asked or missing","Still at school/Full time student","GCE A level or Higher Certificate","A","Full time student","99","Other","Wrong","Very negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
64,"Woman","South East","Conservative","Remain",8,"The Guardian","under £5,000 per year","Not Asked or missing","19","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","C1","Retired","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Somewhat negative effect","Somewhat negative effect","Fairly well",5,"a Remainer"
47,"Man","West Midlands","Conservative","Remain",3,"The Daily Mail / The Scottish Daily Mail","Prefer not to answer","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","C1","Unemployed","Self-employed","Other","Wrong","Neither positive nor negative","Somewhat negative effect","Very badly",8,"Neither a Leaver nor a Remainer"
69,"Woman","South East","Conservative","Leave",3,"The Times","£5,000 to £9,999 per year","Not Asked or missing","15 or under","No formal qualifications","A","Retired","99","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Somewhat positive effect","Somewhat positive effect","Fairly well",10,"a Leaver"
40,"Woman","Scotland","UKIP","Remain",7,"The Independent","£20,000 to £24,999 per year","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","C1","Working part time (8-29 hours a week)","Nationalised industry or public corporation (e.g. Post Office)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Very negative effect","Very negative effect","Very badly",5,"a Remainer"
23,"Woman","Yorkshire and the Humber","Conservative","Leave",10,"Other Newspaper","under £5,000 per year","Not Asked or missing","Still at school/Full time student","GCE A level or Higher Certificate","B","Full time student","99","Have never worked","Right","Somewhat positive effect","Neither positive nor negative","Fairly badly",4,"a Leaver"
61,"Man","Yorkshire and the Humber","Other","Leave",1,"None","£50,000 to £59,999 per year","Not Asked or missing","16","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","B","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Right","Very positive effect","Very positive effect","Fairly badly",5,"a Leaver"
44,"Man","West Midlands","Conservative","Remain",3,"The Guardian","£25,000 to £29,999 per year","Not Asked or missing","16","Recognised trade apprenticeship completed","C2","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Skilled Manual Work (e.g. plumber, electrician, fitter)","Wrong","Somewhat negative effect","Somewhat negative effect","Fairly badly",3,"Neither a Leaver nor a Remainer"
26,"Woman","North East","Conservative","Leave",9,"The Daily Mail / The Scottish Daily Mail","£25,000 to £29,999 per year","Not Asked or missing","20+","City & Guilds certificate","B","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Right","Somewhat positive effect","Somewhat positive effect","Fairly badly",2,"a Leaver"
19,"Woman","East Midlands","DK or did not vote","Did not vote",6,"The Times","£10,000 to £14,999 per year","Not Asked or missing","17-18","GCE A level or Higher Certificate","D","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Don’t know","Don't know","Don't know","Don't know",4,"Don’t know"
57,"Woman","South West","Other","Leave",8,"The Independent","£15,000 to £19,999 per year","Not Asked or missing","20+","Other technical, professional or higher qualification","E","Retired","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Right","Neither positive nor negative","Neither positive nor negative","Very badly",10,"Neither a Leaver nor a Remainer"
64,"Man","Wales","Conservative","Leave",6,"None","£45,000 to £49,999 per year","Not Asked or missing","17-18","GCE A level or Higher Certificate","C2","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Right","Very positive effect","Very positive effect","Fairly well",5,"a Leaver"
64,"Woman","Wales","Labour","Remain",3,"The Guardian","Prefer not to answer","Not Asked or missing","19","University diploma","A","Retired","Charity/voluntary sector","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Wrong","Very negative effect","Very negative effect","Very badly",2,"a Remainer"
59,"Woman","North West","Labour","Remain",7,"The Daily Mail / The Scottish Daily Mail","£15,000 to £19,999 per year","Not Asked or missing","20+","GCE A level or Higher Certificate","C1","Working part time (8-29 hours a week)","Self-employed","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Wrong","Neither positive nor negative","Neither positive nor negative","Very badly",9,"Neither a Leaver nor a Remainer"
24,"Man","South East","DK or did not vote","Leave",3,"None","Prefer not to answer","Not Asked or missing","19","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","C2","Working part time (8-29 hours a week)","Charity/voluntary sector","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Right","Somewhat positive effect","Somewhat positive effect","Fairly well",6,"a Leaver"
44,"Man","London","Conservative","Leave",10,"The Guardian","£60,000 to £69,999 per year","Not Asked or missing","17-18","GCE A level or Higher Certificate","A","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Wrong","Very negative effect","Very negative effect","Very badly",0,"a Remainer"
34,"Man","Scotland","Labour","Remain",3,"The Daily Mail / The Scottish Daily Mail","£10,000 to £14,999 per year","Not Asked or missing","15 or under","Scottish Ordinary/ Lower Certificate","E","Not working","99","Other","Wrong","Somewhat negative effect","Neither positive nor negative","Fairly badly",4,"a Remainer"
43,"Man","North East","Labour","Remain",8,"None","£40,000 to £44,999 per year","Not Asked or missing","17-18","GCE A level or Higher Certificate","D","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Wrong","Very negative effect","Very negative effect","Very badly",5,"a Remainer"
38,"Woman","Scotland","DK or did not vote","Remain",10,"The Guardian","£35,000 to £39,999 per year","Not Asked or missing","17-18","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","C1","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Wrong","Neither positive nor negative","Neither positive nor negative","Fairly well",5,"a Remainer"
59,"Man","East Midlands","Labour","Remain",10,"The Daily Mail / The Scottish Daily Mail","£20,000 to £24,999 per year","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","B","Working part time (8-29 hours a week)","Charity/voluntary sector","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Right","Somewhat positive effect","Somewhat positive effect","Fairly badly",4,"Neither a Leaver nor a Remainer"
57,"Man","Yorkshire and the Humber","DK or did not vote","Leave",1,"The Times","Prefer not to answer","Not Asked or missing","15 or under","Don't know","C2","Working full time (30 or more hours per week)","Other","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Don’t know","Don't know","Don't know","Don't know",5,"a Leaver"
22,"Woman","South West","Liberal Democrat","Remain",7,"None","Prefer not to answer","Not Asked or missing","Still at school/Full time student","GCE A level or Higher Certificate","C1","Full time student","Other","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Wrong","Somewhat negative effect","Somewhat negative effect","Don't know",0,"a Remainer"
42,"Woman","Yorkshire and the Humber","Other","Leave",9,"The Guardian","£15,000 to £19,999 per year","Not Asked or missing","16","CSE grade 1, GCE O level, GCSE, School Certificate","C1","Working full time (30 or more hours per week)","Charity/voluntary sector","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Very positive effect","Very positive effect","Fairly badly",8,"a Leaver"
66,"Woman","Wales","Conservative","Leave",10,"The Daily Mail / The Scottish Daily Mail","£10,000 to £14,999 per year","Not Asked or missing","15 or under","CSE grade 1, GCE O level, GCSE, School Certificate","C2","Retired","Other","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Right","Somewhat positive effect","Somewhat positive effect","Fairly well",4,"a Leaver"
60,"Woman","Yorkshire and the Humber","Other","Leave",10,"The Times","£20,000 to £24,999 per year","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","B","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Somewhat negative effect","Neither positive nor negative","Very badly",3,"a Leaver"
20,"Woman","West Midlands","DK or did not vote","Remain",2,"The Independent","under £5,000 per year","Not Asked or missing","Still at school/Full time student","GCE A level or Higher Certificate","B","Full time student","99","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Wrong","Very negative effect","Somewhat negative effect","Fairly badly",3,"a Remainer"
63,"Woman","East of England","DK or did not vote","Leave",8,"Other Newspaper","Prefer not to answer","Not Asked or missing","20+","Prefer not to say","A","Retired","99","Other","Don’t know","Don't know","Somewhat negative effect","Very badly",5,"Neither a Leaver nor a Remainer"
67,"Woman","South West","Conservative","Leave",0,"None","£25,000 to £29,999 per year","Not Asked or missing","15 or under","No formal qualifications","C1","Retired","Self-employed","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Right","Somewhat positive effect","Neither positive nor negative","Fairly badly",4,"a Leaver"
36,"Man","South East","Conservative","Remain",1,"The Guardian","£60,000 to £69,999 per year","Not Asked or missing","17-18","University or CNAA higher degree (e.g. M.Sc, Ph.D)","A","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Don’t know","Somewhat positive effect","Very positive effect","Fairly well",9,"a Remainer"
76,"Woman","West Midlands","Conservative","Remain",6,"The Daily Mail / The Scottish Daily Mail","£20,000 to £24,999 per year","Not Asked or missing","15 or under","City & Guilds certificate","E","Retired","99","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Wrong","Neither positive nor negative","Neither positive nor negative","Fairly well",2,"a Remainer"
48,"Woman","West Midlands","Labour","Leave",6,"None","£10,000 to £14,999 per year","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","C2","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Sales or Services (e.g. commercial traveller, shop assistant, nursery nurse, care assistant, paramedic)","Right","Somewhat positive effect","Somewhat positive effect","Fairly well",8,"a Leaver"
22,"Man","West Midlands","Conservative","Remain",2,"The Guardian","£15,000 to £19,999 per year","Not Asked or missing","Still at school/Full time student","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","C1","Working full time (30 or more hours per week)","Self-employed","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Somewhat negative effect","Somewhat negative effect","Very badly",2,"a Remainer"
45,"Man","London","Conservative","Remain",9,"The Daily Mail / The Scottish Daily Mail","Prefer not to answer","Not Asked or missing","17-18","CSE grade 1, GCE O level, GCSE, School Certificate","B","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Somewhat positive effect","Neither positive nor negative","Very badly",4,"Neither a Leaver nor a Remainer"
65,"Woman","North East","Labour","Remain",2,"The Times","under £5,000 per year","Not Asked or missing","19","GCE A level or Higher Certificate","B","Working part time (Less than 8 hours a week)","Nationalised industry or public corporation (e.g. Post Office)","Other","Wrong","Somewhat negative effect","Somewhat negative effect","Fairly badly",3,"a Remainer"
52,"Man","South East","DK or did not vote","Remain",4,"The Independent","£20,000 to £24,999 per year","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","C1","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Very negative effect","Very negative effect","Very badly",2,"a Remainer"
67,"Woman","Scotland","Conservative","Remain",0,"Other Newspaper","£30,000 to £34,999 per year","Not Asked or missing","15 or under","No formal qualifications","E","Retired","99","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Somewhat negative effect","Don't know","Don't know",10,"a Remainer"
63,"Woman","East of England","Conservative","Leave",1,"None","£10,000 to £14,999 per year","Not Asked or missing","16","Other technical, professional or higher qualification","C2","Retired","99","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Somewhat positive effect","Somewhat positive effect","Fairly well",6,"a Leaver"
70,"Man","North West","Labour","Leave",6,"The Guardian","£15,000 to £19,999 per year","Not Asked or missing","16","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","B","Retired","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Right","Very negative effect","Neither positive nor negative","Very badly",3,"a Leaver"
32,"Man","London","Conservative","Remain",3,"The Daily Mail / The Scottish Daily Mail","Prefer not to answer","Not Asked or missing","Still at school/Full time student","Don't know","A","Not working","Private sector firm or company (e.g. limited companies and Plcs)","Foreman or Supervisor of Other Workers (e.g. building site foreman, supervisor of cleaning workers)","Wrong","Somewhat negative effect","Somewhat positive effect","Fairly badly",7,"a Remainer"
34,"Woman","North East","Labour","Remain",0,"The Times","£15,000 to £19,999 per year","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","C1","Working part time (8-29 hours a week)","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Very negative effect","Somewhat negative effect","Very badly",0,"Neither a Leaver nor a Remainer"
59,"Man","South East","Conservative","Remain",4,"The Independent","£40,000 to £44,999 per year","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","B","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Don’t know","Somewhat positive effect","Neither positive nor negative","Don't know",4,"Neither a Leaver nor a Remainer"
24,"Woman","North East","Labour","Remain",0,"None","£10,000 to £14,999 per year","Not Asked or missing","20+","University or CNAA higher degree (e.g. M.Sc, Ph.D)","D","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Somewhat negative effect","Neither positive nor negative","Fairly badly",4,"a Remainer"
42,"Man","South East","Conservative","Leave",1,"The Guardian","Prefer not to answer","Not Asked or missing","17-18","GCE A level or Higher Certificate","B","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Right","Neither positive nor negative","Neither positive nor negative","Fairly well",3,"Neither a Leaver nor a Remainer"
52,"Woman","North East","Labour","Leave",10,"The Daily Mail / The Scottish Daily Mail","under £5,000 per year","Not Asked or missing","16","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","D","Working part time (8-29 hours a week)","Self-employed","Other","Don’t know","Don't know","Neither positive nor negative","Don't know",5,"a Leaver"
47,"Man","Scotland","UKIP","Remain",1,"None","£20,000 to £24,999 per year","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","C2","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Other","Wrong","Very negative effect","Somewhat negative effect","Very badly",0,"a Remainer"
71,"Woman","East Midlands","Labour","Leave",3,"The Guardian","Prefer not to answer","Not Asked or missing","15 or under","CSE grade 1, GCE O level, GCSE, School Certificate","C1","Retired","99","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Somewhat positive effect","Somewhat positive effect","Very badly",4,"a Leaver"
36,"Man","East Midlands","DK or did not vote","Leave",4,"The Daily Mail / The Scottish Daily Mail","Prefer not to answer","Not Asked or missing","16","Prefer not to say","D","Working full time (30 or more hours per week)","Other","Other","Right","Neither positive nor negative","Neither positive nor negative","Don't know",6,"a Leaver"
37,"Woman","Scotland","DK or did not vote","Remain",6,"None","Prefer not to answer","Not Asked or missing","16","Scottish Higher Certificate","E","Not working","Other","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Very negative effect","Somewhat negative effect","Very badly",3,"a Remainer"
67,"Woman","South East","Other","Leave",1,"The Guardian","£25,000 to £29,999 per year","Not Asked or missing","16","Other technical, professional or higher qualification","B","Retired","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Right","Somewhat positive effect","Somewhat positive effect","Fairly well",3,"a Leaver"
56,"Woman","Scotland","DK or did not vote","Leave",8,"The Daily Mail / The Scottish Daily Mail","Prefer not to answer","Not Asked or missing","16","Don't know","D","Working part time (8-29 hours a week)","Other","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Right","Somewhat positive effect","Neither positive nor negative","Very badly",10,"a Leaver"
66,"Woman","South West","DK or did not vote","Remain",9,"The Times","£10,000 to £14,999 per year","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","B","Retired","99","Manager or Senior Administrator / intermediate managerial / professional (e.g. company director, finance manager, person","Wrong","Very negative effect","Somewhat negative effect","Fairly badly",0,"a Remainer"
63,"Woman","West Midlands","Labour","Did not vote",0,"None","£15,000 to £19,999 per year","Not Asked or missing","16","CSE grade 1, GCE O level, GCSE, School Certificate","C1","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Somewhat negative effect","Don't know","Fairly badly",5,"Neither a Leaver nor a Remainer"
71,"Man","South East","DK or did not vote","Remain",9,"The Guardian","Prefer not to answer","Not Asked or missing","20+","City & Guilds certificate - advanced","C1","Retired","99","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Somewhat negative effect","Somewhat negative effect","Fairly badly",3,"a Remainer"
47,"Man","London","Liberal Democrat","Leave",6,"The Daily Mail / The Scottish Daily Mail","under £5,000 per year","Not Asked or missing","17-18","City & Guilds certificate","E","Unemployed","99","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Don’t know","Somewhat positive effect","Neither positive nor negative","Fairly badly",3,"a Leaver"
62,"Man","South East","Liberal Democrat","Remain",6,"The Times","£35,000 to £39,999 per year","Not Asked or missing","17-18","GCE A level or Higher Certificate","A","Retired","99","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Very negative effect","Somewhat negative effect","Fairly badly",2,"a Remainer"
33,"Woman","West Midlands","Conservative","Remain",4,"The Independent","£20,000 to £24,999 per year","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","C1","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Very negative effect","Somewhat negative effect","Don't know",2,"a Remainer"
65,"Woman","London","DK or did not vote","Leave",3,"Other Newspaper","£5,000 to £9,999 per year","Not Asked or missing","16","CSE grade 1, GCE O level, GCSE, School Certificate","C1","Retired","Other public sector employer (e.g. Central Government)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Don’t know","Neither positive nor negative","Neither positive nor negative","Very badly",0,"a Leaver"
49,"Man","South East","DK or did not vote","Remain",3,"None","£30,000 to £34,999 per year","Not Asked or missing","20+","Other technical, professional or higher qualification","B","Working full time (30 or more hours per week)","Private sector firm or company (e.g. limited companies and Plcs)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Very negative effect","Very negative effect","Fairly badly",2,"a Remainer"
40,"Man","Yorkshire and the Humber","DK or did not vote","Remain",6,"The Guardian","£5,000 to £9,999 per year","Not Asked or missing","17-18","CSE grade 1, GCE O level, GCSE, School Certificate","E","Not working","99","Other","Wrong","Somewhat negative effect","Somewhat negative effect","Very badly",1,"a Remainer"
54,"Woman","West Midlands","DK or did not vote","Remain",9,"The Daily Mail / The Scottish Daily Mail","£10,000 to £14,999 per year","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","E","Not working","Self-employed","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Very negative effect","Somewhat negative effect","Very badly",2,"a Remainer"
37,"Woman","Yorkshire and the Humber","Labour","Remain",1,"None","£30,000 to £34,999 per year","Not Asked or missing","20+","University or CNAA first degree (e.g. BA, B.Sc, B.Ed)","B","Working full time (30 or more hours per week)","Nationalised industry or public corporation (e.g. Post Office)","Professional or higher technical work / higher managerial - work that requires at least degree-level qualifications (e.g","Wrong","Somewhat negative effect","Somewhat negative effect","Fairly badly",4,"a Remainer"
71,"Woman","East Midlands","Conservative","Did not vote",10,"The Guardian","Prefer not to answer","Not Asked or missing","16","Don't know","C1","Working part time (8-29 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Don’t know","Neither positive nor negative","Neither positive nor negative","Don't know",7,"Don’t know"
64,"Woman","London","Conservative","Leave",1,"The Daily Mail / The Scottish Daily Mail","Prefer not to answer","Not Asked or missing","16","CSE grade 1, GCE O level, GCSE, School Certificate","E","Unemployed","99","Other","Right","Somewhat negative effect","Neither positive nor negative","Fairly badly",5,"a Leaver"
54,"Woman","East of England","DK or did not vote","Remain",3,"The Times","Prefer not to answer","Not Asked or missing","17-18","GCE A level or Higher Certificate","C2","Working full time (30 or more hours per week)","Self-employed","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Very negative effect","Somewhat negative effect","Very badly",1,"a Remainer"
56,"Man","South East","DK or did not vote","Did not vote",7,"The Independent","£25,000 to £29,999 per year","Not Asked or missing","19","CSE grade 1, GCE O level, GCSE, School Certificate","C2","Working full time (30 or more hours per week)","Other public sector employer (e.g. Central Government)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Wrong","Very negative effect","Very negative effect","Very badly",0,"a Remainer"
48,"Man","West Midlands","Other","Leave",10,"Other Newspaper","£10,000 to £14,999 per year","Not Asked or missing","16","CSE grade 1, GCE O level, GCSE, School Certificate","A","Working part time (8-29 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Semi-Skilled or Unskilled Manual Work (e.g. machine operator, assembler, postman, waitress, cleaner, labourer, driver, b","Right","Very positive effect","Very positive effect","Very badly",5,"a Leaver"
65,"Woman","West Midlands","Labour","Leave",1,"None","£10,000 to £14,999 per year","Not Asked or missing","15 or under","CSE grade 1, GCE O level, GCSE, School Certificate","C1","Working part time (8-29 hours a week)","Private sector firm or company (e.g. limited companies and Plcs)","Clerical/junior managerial/professional/administrator (e.g. office worker, student doctor, sales person, clerk, secretar","Wrong","Somewhat negative effect","Very negative effect","Don't know",1,"a Remainer"
